10:33:12,921 |-INFO in ch.qos.logback.classic.LoggerContext[default] - Could NOT find resource [logback-test.xml]
10:33:12,923 |-INFO in ch.qos.logback.classic.LoggerContext[default] - Could NOT find resource [logback.groovy]
10:33:12,923 |-INFO in ch.qos.logback.classic.LoggerContext[default] - Found resource [logback.xml] at [jar:file:/home/javaUser/disciplinary/uds-web-api/uds-web-api-V1.0.1.B.3.jar!/BOOT-INF/classes!/logback.xml]
10:33:12,956 |-INFO in ch.qos.logback.core.joran.spi.ConfigurationWatchList@5fa7e7ff - URL [jar:file:/home/javaUser/disciplinary/uds-web-api/uds-web-api-V1.0.1.B.3.jar!/BOOT-INF/classes!/logback.xml] is not of type file
10:33:13,053 |-INFO in ch.qos.logback.classic.joran.action.ConfigurationAction - debug attribute not set
10:33:13,072 |-INFO in ch.qos.logback.core.joran.action.AppenderAction - About to instantiate appender of type [ch.qos.logback.core.ConsoleAppender]
10:33:13,077 |-INFO in ch.qos.logback.core.joran.action.AppenderAction - Naming appender as [CONSOLE]
10:33:13,087 |-INFO in ch.qos.logback.core.joran.action.NestedComplexPropertyIA - Assuming default type [ch.qos.logback.classic.encoder.PatternLayoutEncoder] for [encoder] property
10:33:13,155 |-INFO in ch.qos.logback.core.joran.action.AppenderAction - About to instantiate appender of type [ch.qos.logback.core.rolling.RollingFileAppender]
10:33:13,161 |-INFO in ch.qos.logback.core.joran.action.AppenderAction - Naming appender as [FILE]
10:33:13,188 |-INFO in c.q.l.core.rolling.TimeBasedRollingPolicy@1177096266 - No compression will be used
10:33:13,190 |-INFO in c.q.l.core.rolling.TimeBasedRollingPolicy@1177096266 - Will use the pattern log/uds-web-api.%d{yyyy-MM-dd}.%i.log for the active file
10:33:13,194 |-INFO in ch.qos.logback.core.rolling.SizeAndTimeBasedFNATP@27f8302d - The date pattern is 'yyyy-MM-dd' from file name pattern 'log/uds-web-api.%d{yyyy-MM-dd}.%i.log'.
10:33:13,194 |-INFO in ch.qos.logback.core.rolling.SizeAndTimeBasedFNATP@27f8302d - Roll-over at midnight.
10:33:13,198 |-INFO in ch.qos.logback.core.rolling.SizeAndTimeBasedFNATP@27f8302d - Setting initial period to Thu Apr 29 10:33:13 CST 2021
10:33:13,199 |-WARN in ch.qos.logback.core.rolling.SizeAndTimeBasedFNATP@27f8302d - SizeAndTimeBasedFNATP is deprecated. Use SizeAndTimeBasedRollingPolicy instead
10:33:13,199 |-WARN in ch.qos.logback.core.rolling.SizeAndTimeBasedFNATP@27f8302d - For more information see http://logback.qos.ch/manual/appenders.html#SizeAndTimeBasedRollingPolicy
10:33:13,202 |-INFO in ch.qos.logback.core.joran.action.NestedComplexPropertyIA - Assuming default type [ch.qos.logback.classic.encoder.PatternLayoutEncoder] for [encoder] property
10:33:13,204 |-INFO in ch.qos.logback.core.rolling.RollingFileAppender[FILE] - Active log file name: log/uds-web-api.2021-04-29.0.log
10:33:13,204 |-INFO in ch.qos.logback.core.rolling.RollingFileAppender[FILE] - File property is set to [null]
10:33:13,206 |-INFO in ch.qos.logback.classic.joran.action.LoggerAction - Setting level of logger [com.cetc28] to INFO
10:33:13,206 |-INFO in ch.qos.logback.classic.joran.action.RootLoggerAction - Setting level of ROOT logger to INFO
10:33:13,206 |-INFO in ch.qos.logback.core.joran.action.AppenderRefAction - Attaching appender named [CONSOLE] to Logger[ROOT]
10:33:13,207 |-INFO in ch.qos.logback.core.joran.action.AppenderRefAction - Attaching appender named [FILE] to Logger[ROOT]
10:33:13,207 |-INFO in ch.qos.logback.classic.joran.action.ConfigurationAction - End of configuration.
10:33:13,208 |-INFO in ch.qos.logback.classic.joran.JoranConfigurator@4d76f3f8 - Registering current configuration as safe fallback point


  .   ____          _            __ _ _
 /\\ / ___'_ __ _ _(_)_ __  __ _ \ \ \ \
11:08:02.002 [http-nio-8382-exec-6] DEBUG c.l.u.d.L.selectAllApprovalByState_COUNT - ==>  Preparing: SELECT count(0) FROM lzjs_work_fill a INNER JOIN lzjs_work_release b ON a.release_id = b.id INNER JOIN lzjs_work_appr_per c ON c.work_id = a.id WHERE c.appr_code = ? AND b.task_type = ? 
11:08:02.002 [http-nio-8382-exec-6] DEBUG c.l.u.d.L.selectAllApprovalByState_COUNT - ==> Parameters: 70205973(String), 1(Byte)
11:08:02.004 [http-nio-8382-exec-6] DEBUG c.l.u.d.L.selectAllApprovalByState_COUNT - <==      Total: 1
11:08:03.362 [http-nio-8382-exec-5] DEBUG c.l.u.d.L.selectNeedFillTask_COUNT - ==>  Preparing: SELECT count(0) FROM lzjs_work_release a INNER JOIN lzjs_work_reporter b ON a.id = b.release_id WHERE a.task_state = 1 AND b.rep_code = ? AND a.task_type = ? 
11:08:03.362 [http-nio-8382-exec-5] DEBUG c.l.u.d.L.selectNeedFillTask_COUNT - ==> Parameters: 70205973(String), 1(Byte)
11:08:03.364 [http-nio-8382-exec-5] DEBUG c.l.u.d.L.selectNeedFillTask_COUNT - <==      Total: 1
11:08:03.364 [http-nio-8382-exec-5] DEBUG c.l.u.d.L.selectNeedFillTask - ==>  Preparing: SELECT a.id, a.task_type, a.rep_count, a.task_theme, a.start_date, a.end_date, a.task_detail, a.date_address, a.upload, a.meeting, a.meeting_type, a.open_is, a.appr, a.problem, a.task_state, a.sync_code, a.data_name, a.data_alias, a.crt_time, a.crt_user, a.crt_name, a.upd_time, a.upd_user, a.upd_name, b.fill_count, b.fill_state FROM lzjs_work_release a INNER JOIN lzjs_work_reporter b ON a.id = b.release_id WHERE a.task_state = 1 and b.rep_code = ? and a.task_type = ? order by b.fill_state, a.crt_time desc LIMIT ? 
11:08:03.364 [http-nio-8382-exec-5] DEBUG c.l.u.d.L.selectNeedFillTask - ==> Parameters: 70205973(String), 1(Byte), 10(Integer)
11:08:03.367 [http-nio-8382-exec-5] DEBUG c.l.u.d.L.selectNeedFillTask - <==      Total: 4
11:08:04.716 [http-nio-8382-exec-2] DEBUG c.l.u.d.L.selectByPrimaryKey - ==>  Preparing: SELECT id,task_type,rep_count,task_theme,theme_id,start_date,end_date,task_detail,date_address,upload,meeting,meeting_type,open_is,appr,problem,task_state,sync_code,parent_id,data_name,data_alias,crt_time,crt_user,crt_name,upd_time,upd_user,upd_name FROM lzjs_work_release WHERE id = ? 
11:08:04.717 [http-nio-8382-exec-2] DEBUG c.l.u.d.L.selectByPrimaryKey - ==> Parameters: 6(Integer)
11:08:04.720 [http-nio-8382-exec-2] DEBUG c.l.u.d.L.selectByPrimaryKey - <==      Total: 1
11:08:04.723 [http-nio-8382-exec-2] DEBUG c.l.u.d.L.selectByExample - ==>  Preparing: SELECT id,meeting_name,address,start_time,end_time,participant,absentees,crt_time,crt_user,crt_name,upd_time,upd_user,upd_name FROM lzjs_meeting_record WHERE ( ( end_time >= ? and start_time <= ? ) and ( crt_user = ? or upd_user = ? ) ) order by start_time DESC 
11:08:04.724 [http-nio-8382-exec-2] DEBUG c.l.u.d.L.selectByExample - ==> Parameters: 2021-04-29 00:00:00.0(Timestamp), 2021-04-30 00:00:00.0(Timestamp), 70205973(String), 70205973(String)
11:08:04.726 [http-nio-8382-exec-2] DEBUG c.l.u.d.L.selectByExample - <==      Total: 2
11:08:06.600 [http-nio-8382-exec-7] DEBUG c.l.u.dao.UserDao.selectByMenuPerm - ==>  Preparing: SELECT real_name as username,user_code as userCode,b.org_code as orgCode,b.org_name as orgName FROM t_user u INNER JOIN t_org b ON u.party_code=b.org_code WHERE u.user_id IN ( SELECT DISTINCT user_id FROM t_user_role WHERE role_id IN( SELECT DISTINCT role_id FROM t_role_menu WHERE menu_id= (SELECT menu_id FROM t_menu WHERE menu_perms=?))) order by b.org_code 
11:08:06.601 [http-nio-8382-exec-7] DEBUG c.l.u.dao.UserDao.selectByMenuPerm - ==> Parameters: lzjs:yjzz:rwsh(String)
11:08:06.608 [http-nio-8382-exec-7] DEBUG c.l.u.dao.UserDao.selectByMenuPerm - <==      Total: 88
11:08:19.458 [http-nio-8382-exec-3] DEBUG c.l.u.dao.UserDao.selectByMenuPerm - ==>  Preparing: SELECT real_name as username,user_code as userCode,b.org_code as orgCode,b.org_name as orgName FROM t_user u INNER JOIN t_org b ON u.party_code=b.org_code WHERE u.user_id IN ( SELECT DISTINCT user_id FROM t_user_role WHERE role_id IN( SELECT DISTINCT role_id FROM t_role_menu WHERE menu_id= (SELECT menu_id FROM t_menu WHERE menu_perms=?))) order by b.org_code 
11:08:19.459 [http-nio-8382-exec-3] DEBUG c.l.u.dao.UserDao.selectByMenuPerm - ==> Parameters: lzjs:yjzz:rwsh(String)
11:08:19.464 [http-nio-8382-exec-3] DEBUG c.l.u.dao.UserDao.selectByMenuPerm - <==      Total: 88
11:08:48.871 [http-nio-8382-exec-1] DEBUG c.l.u.d.OrganizationDao.orgTreeList - ==>  Preparing: select org_id, org_code, org_name, parent_id, parent_code,org_sort from t_org where org_state = 1 order by org_sort 
11:08:48.871 [http-nio-8382-exec-1] DEBUG c.l.u.d.OrganizationDao.orgTreeList - ==> Parameters: 
11:08:48.884 [http-nio-8382-exec-1] DEBUG c.l.u.d.OrganizationDao.orgTreeList - <==      Total: 419
11:08:50.929 [http-nio-8382-exec-10] DEBUG c.l.u.dao.UserDao.getChildOrgIds - ==>  Preparing: select org_id from t_org where parent_id in ( ? ) 
11:08:50.930 [http-nio-8382-exec-10] DEBUG c.l.u.dao.UserDao.getChildOrgIds - ==> Parameters: 1(Long)
11:08:50.933 [http-nio-8382-exec-10] DEBUG c.l.u.dao.UserDao.getChildOrgIds - <==      Total: 48
11:08:50.936 [http-nio-8382-exec-10] DEBUG c.l.u.dao.UserDao.getChildOrgIds - ==>  Preparing: select org_id from t_org where parent_id in ( ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? ) 
11:08:50.939 [http-nio-8382-exec-10] DEBUG c.l.u.dao.UserDao.getChildOrgIds - ==> Parameters: 98(Long), 130(Long), 131(Long), 132(Long), 133(Long), 134(Long), 135(Long), 136(Long), 137(Long), 139(Long), 147(Long), 149(Long), 150(Long), 151(Long), 152(Long), 153(Long), 154(Long), 275(Long), 276(Long), 277(Long), 278(Long), 279(Long), 280(Long), 281(Long), 282(Long), 283(Long), 284(Long), 285(Long), 289(Long), 290(Long), 291(Long), 292(Long), 293(Long), 294(Long), 295(Long), 296(Long), 312(Long), 313(Long), 314(Long), 317(Long), 346(Long), 365(Long), 378(Long), 379(Long), 380(Long), 381(Long), 382(Long), 383(Long)
11:08:50.940 [http-nio-8382-exec-10] DEBUG c.l.u.dao.UserDao.getChildOrgIds - <==      Total: 0
11:08:52.238 [http-nio-8382-exec-8] DEBUG c.l.u.dao.UserDao.getChildOrgIds - ==>  Preparing: select org_id from t_org where parent_id in ( ? ) 
11:08:52.239 [http-nio-8382-exec-8] DEBUG c.l.u.dao.UserDao.getChildOrgIds - ==> Parameters: 276(Long)
11:08:52.242 [http-nio-8382-exec-8] DEBUG c.l.u.dao.UserDao.getChildOrgIds - <==      Total: 0
11:08:52.243 [http-nio-8382-exec-8] DEBUG c.l.u.dao.UserDao.getRootOrgByOrgId - ==>  Preparing: SELECT count(1) FROM t_org WHERE org_id = ? AND parent_id IS NULL 
11:08:52.244 [http-nio-8382-exec-8] DEBUG c.l.u.dao.UserDao.getRootOrgByOrgId - ==> Parameters: 276(Long)
11:08:52.245 [http-nio-8382-exec-8] DEBUG c.l.u.dao.UserDao.getRootOrgByOrgId - <==      Total: 1
11:08:52.246 [http-nio-8382-exec-8] DEBUG c.l.u.dao.UserDao.getUserByOrgId - ==>  Preparing: SELECT tu.user_id, tu.user_code, tu.username, tu.nickname, tu.email, tu.user_state, tu.phone, tu.card_id, tu.tel, tu.real_name, tu.english_name, tu.sex, tu.position, tu.birthday, tu.nation, tu.nationality, tu.address, tu.crt_time, tu.crt_user, tu.crt_name, tu.upd_time, tu.upd_user, tu.upd_name, tor.org_id, tor.org_code, tor.org_name, tr.role_id, tr.role_code, tr.role_name, tr.role_order, tr.group_type, tr.data_scope, tr.built_in FROM t_user tu LEFT JOIN t_user_org tuo ON tu.user_id = tuo.user_id LEFT JOIN t_org tor ON tor.org_id = tuo.org_id LEFT JOIN t_user_role tur ON tur.user_id = tu.user_id LEFT JOIN t_role tr ON tr.role_id = tur.role_id WHERE tor.org_id in ( ? ) order by tuo.user_sort 
11:08:52.247 [http-nio-8382-exec-8] DEBUG c.l.u.dao.UserDao.getUserByOrgId - ==> Parameters: 276(Long)
11:08:52.258 [http-nio-8382-exec-8] DEBUG c.l.u.dao.UserDao.getUserByOrgId - <==      Total: 18
11:08:52.259 [http-nio-8382-exec-8] DEBUG c.l.u.dao.UserDao.getParentOrgIds - ==>  Preparing: select parent_id from t_org where org_id in ( ? ) 
11:08:52.259 [http-nio-8382-exec-8] DEBUG c.l.u.dao.UserDao.getParentOrgIds - ==> Parameters: 276(Long)
11:08:52.261 [http-nio-8382-exec-8] DEBUG c.l.u.dao.UserDao.getParentOrgIds - <==      Total: 1
11:08:52.261 [http-nio-8382-exec-8] DEBUG c.l.u.dao.UserDao.getParentOrgIds - ==>  Preparing: select parent_id from t_org where org_id in ( ? ) 
11:08:52.262 [http-nio-8382-exec-8] DEBUG c.l.u.dao.UserDao.getParentOrgIds - ==> Parameters: 1(Long)
11:08:52.263 [http-nio-8382-exec-8] DEBUG c.l.u.dao.UserDao.getParentOrgIds - <==      Total: 1
11:08:52.263 [http-nio-8382-exec-8] DEBUG c.l.u.dao.UserDao.getParentOrgIds - ==>  Preparing: select parent_id from t_org where org_id in ( ? ) 
11:08:52.264 [http-nio-8382-exec-8] DEBUG c.l.u.dao.UserDao.getParentOrgIds - ==> Parameters: null
11:08:52.265 [http-nio-8382-exec-8] DEBUG c.l.u.dao.UserDao.getParentOrgIds - <==      Total: 0
11:08:52.265 [http-nio-8382-exec-8] DEBUG c.l.u.d.O.queryRoleByOrgIds - ==>  Preparing: SELECT tr.role_id, tr.role_code, tr.role_name, tr.role_description, tr.group_type, tr.data_scope, tr.built_in FROM t_role tr LEFT JOIN t_org_role tor ON tor.role_id = tr.role_id WHERE tor.org_id IN ( ? , ? , ? ) 
11:08:52.266 [http-nio-8382-exec-8] DEBUG c.l.u.d.O.queryRoleByOrgIds - ==> Parameters: 276(Long), 1(Long), null
11:08:52.267 [http-nio-8382-exec-8] DEBUG c.l.u.d.O.queryRoleByOrgIds - <==      Total: 0
11:08:56.879 [http-nio-8382-exec-4] DEBUG c.l.u.d.OrganizationDao.orgTreeList - ==>  Preparing: select org_id, org_code, org_name, parent_id, parent_code,org_sort from t_org where org_state = 1 order by org_sort 
11:08:56.880 [http-nio-8382-exec-4] DEBUG c.l.u.d.OrganizationDao.orgTreeList - ==> Parameters: 
11:08:56.900 [http-nio-8382-exec-4] DEBUG c.l.u.d.OrganizationDao.orgTreeList - <==      Total: 419
11:08:58.343 [http-nio-8382-exec-9] DEBUG c.l.u.dao.UserDao.getChildOrgIds - ==>  Preparing: select org_id from t_org where parent_id in ( ? ) 
11:08:58.344 [http-nio-8382-exec-9] DEBUG c.l.u.dao.UserDao.getChildOrgIds - ==> Parameters: 2(Long)
11:08:58.347 [http-nio-8382-exec-9] DEBUG c.l.u.dao.UserDao.getChildOrgIds - <==      Total: 37
11:08:58.349 [http-nio-8382-exec-9] DEBUG c.l.u.dao.UserDao.getChildOrgIds - ==>  Preparing: select org_id from t_org where parent_id in ( ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? ) 
11:08:58.351 [http-nio-8382-exec-9] DEBUG c.l.u.dao.UserDao.getChildOrgIds - ==> Parameters: 96(Long), 97(Long), 100(Long), 101(Long), 103(Long), 104(Long), 105(Long), 106(Long), 107(Long), 108(Long), 109(Long), 110(Long), 111(Long), 112(Long), 113(Long), 114(Long), 141(Long), 175(Long), 176(Long), 177(Long), 178(Long), 179(Long), 304(Long), 315(Long), 318(Long), 351(Long), 387(Long), 393(Long), 394(Long), 395(Long), 396(Long), 397(Long), 398(Long), 414(Long), 417(Long), 418(Long), 419(Long)
11:08:58.352 [http-nio-8382-exec-9] DEBUG c.l.u.dao.UserDao.getChildOrgIds - <==      Total: 0
11:08:59.833 [http-nio-8382-exec-6] DEBUG c.l.u.dao.UserDao.getChildOrgIds - ==>  Preparing: select org_id from t_org where parent_id in ( ? ) 
11:08:59.833 [http-nio-8382-exec-6] DEBUG c.l.u.dao.UserDao.getChildOrgIds - ==> Parameters: 318(Long)
11:08:59.835 [http-nio-8382-exec-6] DEBUG c.l.u.dao.UserDao.getChildOrgIds - <==      Total: 0
11:08:59.835 [http-nio-8382-exec-6] DEBUG c.l.u.dao.UserDao.getRootOrgByOrgId - ==>  Preparing: SELECT count(1) FROM t_org WHERE org_id = ? AND parent_id IS NULL 
11:08:59.836 [http-nio-8382-exec-6] DEBUG c.l.u.dao.UserDao.getRootOrgByOrgId - ==> Parameters: 318(Long)
11:08:59.837 [http-nio-8382-exec-6] DEBUG c.l.u.dao.UserDao.getRootOrgByOrgId - <==      Total: 1
11:08:59.837 [http-nio-8382-exec-6] DEBUG c.l.u.dao.UserDao.getUserByOrgId - ==>  Preparing: SELECT tu.user_id, tu.user_code, tu.username, tu.nickname, tu.email, tu.user_state, tu.phone, tu.card_id, tu.tel, tu.real_name, tu.english_name, tu.sex, tu.position, tu.birthday, tu.nation, tu.nationality, tu.address, tu.crt_time, tu.crt_user, tu.crt_name, tu.upd_time, tu.upd_user, tu.upd_name, tor.org_id, tor.org_code, tor.org_name, tr.role_id, tr.role_code, tr.role_name, tr.role_order, tr.group_type, tr.data_scope, tr.built_in FROM t_user tu LEFT JOIN t_user_org tuo ON tu.user_id = tuo.user_id LEFT JOIN t_org tor ON tor.org_id = tuo.org_id LEFT JOIN t_user_role tur ON tur.user_id = tu.user_id LEFT JOIN t_role tr ON tr.role_id = tur.role_id WHERE tor.org_id in ( ? ) order by tuo.user_sort 
11:08:59.838 [http-nio-8382-exec-6] DEBUG c.l.u.dao.UserDao.getUserByOrgId - ==> Parameters: 318(Long)
11:08:59.844 [http-nio-8382-exec-6] DEBUG c.l.u.dao.UserDao.getUserByOrgId - <==      Total: 6
11:08:59.845 [http-nio-8382-exec-6] DEBUG c.l.u.dao.UserDao.getParentOrgIds - ==>  Preparing: select parent_id from t_org where org_id in ( ? ) 
11:08:59.845 [http-nio-8382-exec-6] DEBUG c.l.u.dao.UserDao.getParentOrgIds - ==> Parameters: 318(Long)
11:08:59.846 [http-nio-8382-exec-6] DEBUG c.l.u.dao.UserDao.getParentOrgIds - <==      Total: 1
11:08:59.847 [http-nio-8382-exec-6] DEBUG c.l.u.dao.UserDao.getParentOrgIds - ==>  Preparing: select parent_id from t_org where org_id in ( ? ) 
11:08:59.847 [http-nio-8382-exec-6] DEBUG c.l.u.dao.UserDao.getParentOrgIds - ==> Parameters: 2(Long)
11:08:59.848 [http-nio-8382-exec-6] DEBUG c.l.u.dao.UserDao.getParentOrgIds - <==      Total: 1
11:08:59.848 [http-nio-8382-exec-6] DEBUG c.l.u.dao.UserDao.getParentOrgIds - ==>  Preparing: select parent_id from t_org where org_id in ( ? ) 
11:08:59.848 [http-nio-8382-exec-6] DEBUG c.l.u.dao.UserDao.getParentOrgIds - ==> Parameters: null
11:08:59.849 [http-nio-8382-exec-6] DEBUG c.l.u.dao.UserDao.getParentOrgIds - <==      Total: 0
11:08:59.849 [http-nio-8382-exec-6] DEBUG c.l.u.d.O.queryRoleByOrgIds - ==>  Preparing: SELECT tr.role_id, tr.role_code, tr.role_name, tr.role_description, tr.group_type, tr.data_scope, tr.built_in FROM t_role tr LEFT JOIN t_org_role tor ON tor.role_id = tr.role_id WHERE tor.org_id IN ( ? , ? , ? ) 
11:08:59.850 [http-nio-8382-exec-6] DEBUG c.l.u.d.O.queryRoleByOrgIds - ==> Parameters: 318(Long), 2(Long), null
11:08:59.851 [http-nio-8382-exec-6] DEBUG c.l.u.d.O.queryRoleByOrgIds - <==      Total: 0
11:09:05.430 [http-nio-8382-exec-5] DEBUG c.l.u.dao.UserDao.selectByMenuPerm - ==>  Preparing: SELECT real_name as username,user_code as userCode,b.org_code as orgCode,b.org_name as orgName FROM t_user u INNER JOIN t_org b ON u.party_code=b.org_code WHERE u.user_id IN ( SELECT DISTINCT user_id FROM t_user_role WHERE role_id IN( SELECT DISTINCT role_id FROM t_role_menu WHERE menu_id= (SELECT menu_id FROM t_menu WHERE menu_perms=?))) order by b.org_code 
11:09:05.430 [http-nio-8382-exec-5] DEBUG c.l.u.dao.UserDao.selectByMenuPerm - ==> Parameters: lzjs:yjzz:rwsh(String)
11:09:05.435 [http-nio-8382-exec-5] DEBUG c.l.u.dao.UserDao.selectByMenuPerm - <==      Total: 88
11:10:39.870 [http-nio-8382-exec-2] DEBUG c.l.u.dao.UserDao.selectByMenuPerm - ==>  Preparing: SELECT real_name as username,user_code as userCode,b.org_code as orgCode,b.org_name as orgName FROM t_user u INNER JOIN t_org b ON u.party_code=b.org_code WHERE u.user_id IN ( SELECT DISTINCT user_id FROM t_user_role WHERE role_id IN( SELECT DISTINCT role_id FROM t_role_menu WHERE menu_id= (SELECT menu_id FROM t_menu WHERE menu_perms=?))) order by b.org_code 
11:10:39.870 [http-nio-8382-exec-2] DEBUG c.l.u.dao.UserDao.selectByMenuPerm - ==> Parameters: lzjs:jczz:rwtb(String)
11:10:39.875 [http-nio-8382-exec-2] DEBUG c.l.u.dao.UserDao.selectByMenuPerm - <==      Total: 82
11:11:20.985 [http-nio-8382-exec-7] DEBUG c.l.u.d.L.selectByPrimaryKey - ==>  Preparing: SELECT id,task_type,rep_count,task_theme,theme_id,start_date,end_date,task_detail,date_address,upload,meeting,meeting_type,open_is,appr,problem,task_state,sync_code,parent_id,data_name,data_alias,crt_time,crt_user,crt_name,upd_time,upd_user,upd_name FROM lzjs_work_release WHERE id = ? 
11:11:20.986 [http-nio-8382-exec-7] DEBUG c.l.u.d.L.selectByPrimaryKey - ==> Parameters: 6(Integer)
11:11:20.988 [http-nio-8382-exec-7] DEBUG c.l.u.d.L.selectByPrimaryKey - <==      Total: 1
11:11:20.991 [http-nio-8382-exec-7] DEBUG c.l.u.d.L.selectByExample - ==>  Preparing: SELECT id,meeting_name,address,start_time,end_time,participant,absentees,crt_time,crt_user,crt_name,upd_time,upd_user,upd_name FROM lzjs_meeting_record WHERE ( ( end_time >= ? and start_time <= ? ) and ( crt_user = ? or upd_user = ? ) ) order by start_time DESC 
11:11:20.992 [http-nio-8382-exec-7] DEBUG c.l.u.d.L.selectByExample - ==> Parameters: 2021-04-29 00:00:00.0(Timestamp), 2021-04-30 00:00:00.0(Timestamp), 70205973(String), 70205973(String)
11:11:20.996 [http-nio-8382-exec-7] DEBUG c.l.u.d.L.selectByExample - <==      Total: 2
11:11:22.461 [http-nio-8382-exec-3] DEBUG c.l.u.dao.UserDao.selectByMenuPerm - ==>  Preparing: SELECT real_name as username,user_code as userCode,b.org_code as orgCode,b.org_name as orgName FROM t_user u INNER JOIN t_org b ON u.party_code=b.org_code WHERE u.user_id IN ( SELECT DISTINCT user_id FROM t_user_role WHERE role_id IN( SELECT DISTINCT role_id FROM t_role_menu WHERE menu_id= (SELECT menu_id FROM t_menu WHERE menu_perms=?))) order by b.org_code 
11:11:22.462 [http-nio-8382-exec-3] DEBUG c.l.u.dao.UserDao.selectByMenuPerm - ==> Parameters: lzjs:yjzz:rwsh(String)
11:11:22.466 [http-nio-8382-exec-3] DEBUG c.l.u.dao.UserDao.selectByMenuPerm - <==      Total: 88
11:11:39.734 [http-nio-8382-exec-1] DEBUG c.l.u.dao.UserDao.selectByMenuPerm - ==>  Preparing: SELECT real_name as username,user_code as userCode,b.org_code as orgCode,b.org_name as orgName FROM t_user u INNER JOIN t_org b ON u.party_code=b.org_code WHERE u.user_id IN ( SELECT DISTINCT user_id FROM t_user_role WHERE role_id IN( SELECT DISTINCT role_id FROM t_role_menu WHERE menu_id= (SELECT menu_id FROM t_menu WHERE menu_perms=?))) order by b.org_code 
11:11:39.734 [http-nio-8382-exec-1] DEBUG c.l.u.dao.UserDao.selectByMenuPerm - ==> Parameters: lzjs:yjzz:rwsh(String)
11:11:39.739 [http-nio-8382-exec-1] DEBUG c.l.u.dao.UserDao.selectByMenuPerm - <==      Total: 88
11:13:11.649 [http-nio-8382-exec-10] DEBUG c.l.u.d.OrganizationDao.orgTreeList - ==>  Preparing: select org_id, org_code, org_name, parent_id, parent_code,org_sort from t_org where org_state = 1 order by org_sort 
11:13:11.649 [http-nio-8382-exec-10] DEBUG c.l.u.d.OrganizationDao.orgTreeList - ==> Parameters: 
11:13:11.658 [http-nio-8382-exec-10] DEBUG c.l.u.d.OrganizationDao.orgTreeList - <==      Total: 419
11:13:18.750 [http-nio-8382-exec-8] DEBUG c.l.u.d.U.selectLikeByNumAndName - ==>  Preparing: SELECT a.user_id userId, a.user_code userCode, a.username username, c.org_id orgId, c.org_code orgCode, c.org_name orgName FROM t_user a INNER JOIN t_user_org b ON a.user_id = b.user_id INNER JOIN t_org c ON b.org_id = c.org_id WHERE a.user_code LIKE CONCAT(?, '%') OR a.username LIKE CONCAT(?, '%') 
11:13:18.750 [http-nio-8382-exec-8] DEBUG c.l.u.d.U.selectLikeByNumAndName - ==> Parameters: 李秀空(String), 李秀空(String)
11:13:18.782 [http-nio-8382-exec-8] DEBUG c.l.u.d.U.selectLikeByNumAndName - <==      Total: 0
11:13:19.436 [http-nio-8382-exec-4] DEBUG c.l.u.d.U.selectLikeByNumAndName - ==>  Preparing: SELECT a.user_id userId, a.user_code userCode, a.username username, c.org_id orgId, c.org_code orgCode, c.org_name orgName FROM t_user a INNER JOIN t_user_org b ON a.user_id = b.user_id INNER JOIN t_org c ON b.org_id = c.org_id WHERE a.user_code LIKE CONCAT(?, '%') OR a.username LIKE CONCAT(?, '%') 
11:13:19.437 [http-nio-8382-exec-4] DEBUG c.l.u.d.U.selectLikeByNumAndName - ==> Parameters: 李秀(String), 李秀(String)
11:13:19.468 [http-nio-8382-exec-4] DEBUG c.l.u.d.U.selectLikeByNumAndName - <==      Total: 4
11:13:20.899 [http-nio-8382-exec-9] DEBUG c.l.u.d.U.selectLikeByNumAndName - ==>  Preparing: SELECT a.user_id userId, a.user_code userCode, a.username username, c.org_id orgId, c.org_code orgCode, c.org_name orgName FROM t_user a INNER JOIN t_user_org b ON a.user_id = b.user_id INNER JOIN t_org c ON b.org_id = c.org_id WHERE a.user_code LIKE CONCAT(?, '%') OR a.username LIKE CONCAT(?, '%') 
11:13:20.899 [http-nio-8382-exec-9] DEBUG c.l.u.d.U.selectLikeByNumAndName - ==> Parameters: 李(String), 李(String)
11:13:20.939 [http-nio-8382-exec-9] DEBUG c.l.u.d.U.selectLikeByNumAndName - <==      Total: 518
11:13:22.643 [http-nio-8382-exec-6] DEBUG c.l.u.d.U.selectLikeByNumAndName - ==>  Preparing: SELECT a.user_id userId, a.user_code userCode, a.username username, c.org_id orgId, c.org_code orgCode, c.org_name orgName FROM t_user a INNER JOIN t_user_org b ON a.user_id = b.user_id INNER JOIN t_org c ON b.org_id = c.org_id WHERE a.user_code LIKE CONCAT(?, '%') OR a.username LIKE CONCAT(?, '%') 
11:13:22.644 [http-nio-8382-exec-6] DEBUG c.l.u.d.U.selectLikeByNumAndName - ==> Parameters: 李秀(String), 李秀(String)
11:13:22.676 [http-nio-8382-exec-6] DEBUG c.l.u.d.U.selectLikeByNumAndName - <==      Total: 4
